id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8.40212E+17,Hotel in Khet Bang Rak ?? 1 bedroom ?? 3 beds ?? 1 shared bath,503896157,Wan,,Bang Rak,13.72587,100.53906,Private room,2500,1,0,,,7,365,0,
8.36623E+17,Rental unit in Khet Watthana ?? ?òÖNew ?? 3 bedrooms ?? 4 beds ?? 3.5 baths,503164089,G.M,,Vadhana,13.7333978,100.5878493,Private room,25000,3,0,,,5,0,0,
8.38311E+17,Rental unit in Khet Khlong Toei ?? ?òÖ4.44 ?? 1 bedroom ?? 1 bed ?? 1 bath,30386490,N'Dee,,Khlong Toei,13.74196703,100.5509987,Entire home/apt,1990,1,9,15/6/2023,2.43,36,226,9,
8.36693E+17,Rental unit in Khet Khlong Toei ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,485536928,Lucas,,Khlong Toei,13.7348564,100.5579603,Entire home/apt,2214,1,5,12/6/2023,1.6,16,363,5,
8.40255E+17,Rental unit in Khet Khlong Toei ?? ?òÖ5.0 ?? 1 bedroom ?? 2 beds ?? 1.5 baths,35112478,Ping,,Khlong Toei,13.72281,100.57673,Entire home/apt,1500,1,6,30/5/2023,2,10,171,6,
8.38327E+17,Home in Khet Watthana ?? 4 bedrooms ?? 5 beds ?? 4 baths,67585919,Summer,,Vadhana,13.74028139,100.5812379,Entire home/apt,6564,1,1,27/3/2023,0.32,124,89,1,
8.38344E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,226819828,Muay,,Huai Khwang,13.77152547,100.5800606,Private room,878,7,0,,,21,365,0,
8.40296E+17,Rental unit in Khet Phra Nakhon ?? ?òÖ4.75 ?? 2 bedrooms ?? 3 beds ?? 1 bath,242022662,Puscha,,Phra Nakhon,13.7637755,100.4993401,Entire home/apt,2643,2,8,12/6/2023,2.86,5,334,8,
8.40396E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,226819828,Muay,,Huai Khwang,13.76621328,100.5902524,Private room,1099,7,0,,,21,364,0,
8.40445E+17,Rental unit in Khet Huai Khwang ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,52231485,?àô?ãâ,,Huai Khwang,13.78114,100.5749,Entire home/apt,1400,1,7,7/6/2023,2.14,6,53,7,
8.36715E+17,Rental unit in Khet Khlong Toei ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,82621111,Jun Hwa,,Phra Khanong,13.70512347,100.6033435,Entire home/apt,1216,2,5,3/6/2023,1.4,1,86,5,
8.38345E+17,Home in Khet Watthana ?? 4 bedrooms ?? 6 beds ?? 4 baths,67585919,Summer,,Vadhana,13.7398781,100.5801735,Entire home/apt,7972,1,0,,,124,81,0,
8.36718E+17,Rental unit in Khet Bang Phlat ?? 1 bedroom ?? 1 bed ?? 1 private bath,503181325,Asma,,Bang Phlat,13.76643184,100.4935855,Private room,700,1,0,,,1,0,0,
8.40468E+17,Rental unit in Khet Din Daeng ?? 1 bedroom ?? 1 bed ?? 1 bath,342113311,George,,Din Daeng,13.76369204,100.5599032,Entire home/apt,833,90,1,17/5/2023,0.71,49,296,1,
8.38384E+17,Home in Krung Thep Maha Nakhon ?? 1 bedroom ?? 1 bed ?? 1 shared bath,67585919,Summer,,Bang Rak,13.73743371,100.5163846,Private room,1626,1,0,,,124,312,0,
8.40813E+17,Rental unit in Khet Ratchathewi ?? 1 bedroom ?? 1 bed ?? 1 private bath,112970036,Tip,,Ratchathewi,13.75716425,100.5292401,Private room,1200,3,0,,,5,24,0,
8.38391E+17,Home in Krung Thep Maha Nakhon ?? 1 bedroom ?? 2 beds ?? 1 shared bath,67585919,Summer,,Samphanthawong,13.7387929,100.5141299,Private room,2171,1,1,24/4/2023,0.46,124,84,1,
8.40849E+17,Rental unit in Khet Suan Luang ?? 2 bedrooms ?? 3 beds ?? 3 baths,337003675,Zuzu,,Suanluang,13.73600873,100.6387715,Private room,4450,1,0,,,7,0,0,
8.36747E+17,Rental unit in Khet Pathum Wan ?? 2 bedrooms ?? 1 bed ?? 2 baths,429499978,Benj,,Parthum Wan,13.74065,100.5422,Entire home/apt,1250,80,0,,,2,89,0,
8.38396E+17,Home in Krung Thep Maha Nakhon ?? 1 bedroom ?? 1 bed ?? 1 shared bath,67585919,Summer,,Pom Prap Sattru Phai,13.7395627,100.5150469,Private room,2807,1,2,14/3/2023,0.54,124,84,2,
8.36811E+17,Rental unit in Khet Ratchathewi ?? 1 bedroom ?? 1 bed ?? 1 bath,221642164,Mary,,Parthum Wan,13.74800543,100.5442559,Entire home/apt,2180,16,2,9/5/2023,0.87,23,78,2,
8.40913E+17,Guesthouse in Khet Bang Rak ?? 1 bedroom ?? 2 beds ?? Shared half-bath,86979542,Praewpilin,,Bang Rak,13.72647305,100.5380693,Private room,1400,1,0,,,6,365,0,
8.38399E+17,Home in Krung Thep Maha Nakhon ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 shared bath,67585919,Summer,,Pom Prap Sattru Phai,13.73910603,100.514081,Private room,1397,1,3,13/5/2023,0.8,124,84,3,
8.41004E+17,Hotel in Khet Don Mueang ?? 2 bedrooms ?? 2 beds ?? 2 baths,461162859,Paveen,,Don Mueang,13.9256293,100.5954336,Private room,1729,1,0,,,43,361,0,
8.36822E+17,Rental unit in Khet Watthana ?? ?òÖ4.0 ?? 2 bedrooms ?? 3 beds ?? 1 bath,36132581,Dina,,Vadhana,13.74422964,100.5539454,Entire home/apt,3990,3,5,15/6/2023,1.69,2,123,5,
8.38402E+17,Home in Krung Thep Maha Nakhon ?? 1 bedroom ?? 1 bed ?? 1 shared bath,67585919,Summer,,Samphanthawong,13.73804378,100.5142884,Private room,1263,1,1,8/3/2023,0.27,124,84,1,
8.36841E+17,Rental unit in Khet Watthana ?? ?òÖ4.33 ?? 3 bedrooms ?? 4 beds ?? 3 baths,4138170,Kevin,,Vadhana,13.73595595,100.5746275,Entire home/apt,3299,1,9,12/6/2023,4.15,9,330,9,
8.36842E+17,Rental unit in Khet Ratchathewi ?? 1 bedroom ?? 1 bed ?? 1 bath,342811212,Miu Miu,,Parthum Wan,13.7480492,100.5416802,Entire home/apt,1850,29,2,30/5/2023,0.97,24,177,2,
8.41018E+17,Hotel in Khet Don Mueang ?? 1 bedroom ?? 1 bed ?? 1 private bath,461162859,Paveen,,Don Mueang,13.9274315,100.5969919,Private room,879,1,0,,,43,365,0,
8.38422E+17,Serviced apartment in Khet Khlong Toei ?? ?òÖ4.38 ?? 2 bedrooms ?? 2 beds ?? 2 baths,501800171,Sursilp,,Khlong Toei,13.71466,100.58936,Private room,1386,1,13,23/6/2023,3.55,9,350,13,
8.41024E+17,Hotel in Khet Ratchathewi ?? 1 bedroom ?? 2 beds ?? 1 private bath,461162859,Paveen,,Ratchathewi,13.75558649,100.5371521,Private room,1000,1,1,1/6/2023,1,43,364,1,
8.37114E+17,Rental unit in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 bath,61579423,Thiwaluck,,Khlong Toei,13.72624299,100.5648878,Entire home/apt,1150,30,1,16/5/2023,0.7,9,351,1,
8.38638E+17,Home in Khet Dusit ?? 1 bedroom ?? 1 bed ?? 1 private bath,501602512,????????à??á????????Å?????ì??å,,Dusit,13.77771119,100.507974,Private room,1642,1,0,,,5,365,0,
8.37249E+17,Rental unit in Khet Khlong Toei ?? 2 bedrooms ?? 2 beds ?? 1.5 baths,485536928,Lucas,,Khlong Toei,13.7348564,100.5579603,Entire home/apt,2787,1,1,8/3/2023,0.27,16,362,1,
8.41047E+17,Rental unit in Khet Phaya Thai ?? 1 bedroom ?? 1 bed ?? 1 bath,470569335,Jade,,Phaya Thai,13.77779683,100.5324066,Entire home/apt,687,3,0,,,1,242,0,
8.3864E+17,Home in Khet Dusit ?? 1 bedroom ?? 1 bed ?? 1 private bath,501602512,????????à??á????????Å?????ì??å,,Dusit,13.77951225,100.5077477,Private room,1650,1,0,,,5,365,0,
8.37274E+17,Serviced apartment in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 private bath,406403381,Darisa,,Vadhana,13.73472227,100.5843939,Private room,2200,1,1,28/3/2023,0.33,29,365,1,
8.3869E+17,Rental unit in Khet Don Mueang ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,42842660,Jintana,,Don Mueang,13.92782965,100.5846208,Entire home/apt,699,3,5,12/6/2023,2.05,2,336,5,
8.41078E+17,Rental unit in Khet Watthana ?? ?òÖ4.86 ?? 1 bedroom ?? 1 bed ?? 1 bath,13858975,Demo,,Vadhana,13.73328199,100.5748694,Entire home/apt,1422,2,7,7/6/2023,2.16,11,353,7,
8.38691E+17,Loft in Khet Pathum Wan ?? 10 bedrooms ?? 20 beds ?? 10 baths,503476941,Distorn,,Parthum Wan,13.73820402,100.5485607,Private room,1500,1,0,,,1,364,0,
8.41079E+17,Guesthouse in Khet Phra Nakhon ?? 1 bedroom ?? 1 bed ?? 1 bath,489804194,Supinya,,Phra Nakhon,13.76116606,100.4953489,Private room,350,1,1,23/3/2023,0.31,15,365,1,
8.41087E+17,Rental unit in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 bath,26957351,Ammy,,Khlong Toei,13.73431215,100.5568673,Entire home/apt,2500,3,2,17/4/2023,0.71,4,355,2,
8.37301E+17,Serviced apartment in Khet Watthana ?? 2 bedrooms ?? 2 beds ?? 2 baths,406403381,Darisa,,Vadhana,13.73304764,100.585698,Private room,3821,1,0,,,29,365,0,
8.37302E+17,Rental unit in Khet Ratchathewi ?? ?òÖ4.20 ?? 1 bedroom ?? 1 bed ?? 1 shared bath,490798642,Manish,,Ratchathewi,13.753171,100.543075,Private room,1099,1,5,29/4/2023,1.5,2,365,5,
8.38756E+17,Rental unit in Khet Watthana ?? 1 bedroom ?? 2 beds ?? 1 bath,240343545,Joseph,,Vadhana,13.73787,100.56695,Entire home/apt,2300,28,1,9/4/2023,0.37,38,149,1,
8.37304E+17,Serviced apartment in Khet Watthana ?? 2 bedrooms ?? 3 beds ?? 2 baths,406403381,Darisa,,Vadhana,13.73446565,100.5857743,Private room,5000,1,0,,,29,365,0,
8.41198E+17,Rental unit in Khet Chatuchak ?? ?òÖ5.0 ?? 1 bedroom ?? 2 beds ?? 2 baths,76375764,Chanipa,,Chatu Chak,13.8101706,100.5587805,Entire home/apt,2357,2,10,20/6/2023,3.06,5,310,10,
8.38758E+17,Home in Khet Ratchathewi ?? ?òÖ4.78 ?? 3 bedrooms ?? 6 beds ?? 3 baths,21841427,Jack,,Ratchathewi,13.76264805,100.5410662,Entire home/apt,3500,2,9,12/6/2023,2.78,2,330,9,
8.41213E+17,Rental unit in Khet Huai Khwang ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,157804575,Chang,,Din Daeng,13.7795667,100.5737042,Entire home/apt,1450,10,5,15/6/2023,1.74,29,354,5,
8.37317E+17,Home in Khet Wang Thonglang ?? 1 bedroom ?? 1 bed ?? 1 private bath,503320861,Sichol,,Wang Thong Lang,13.7678006,100.6102195,Private room,580,3,0,,,1,177,0,
8.37364E+17,Rental unit in Khet Sathon ?? 1 bedroom ?? 1 bed ?? 1 bath,341188013,Kara,,Sathon,13.71010349,100.5191887,Entire home/apt,869,1,2,6/4/2023,0.67,68,362,2,
8.38769E+17,Rental unit in Khet Ratchathewi ?? 2 bedrooms ?? 2 beds ?? 1 bath,201677068,Curry,,Ratchathewi,13.7503004,100.5555028,Entire home/apt,3003,30,0,,,254,355,0,
8.37369E+17,Rental unit in Khet Pathum Wan ?? ?òÖ4.84 ?? 1 bedroom ?? 1 bed ?? 1 bath,180619497,Sumin,,Bang Na,13.66082918,100.6002763,Entire home/apt,1226,2,19,9/6/2023,5,2,65,19,
8.41234E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,226819828,Muay,,Huai Khwang,13.771465,100.5800503,Private room,1010,7,0,,,21,365,0,
8.38775E+17,Home in Khet Suan Luang ?? 5 bedrooms ?? 6 beds ?? 4.5 baths,74059024,Pawinee,,Suanluang,13.7124118,100.6374981,Entire home/apt,5480,2,2,1/6/2023,1.15,1,86,2,
8.41272E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,304429745,Tian,,Huai Khwang,13.7706822,100.5803107,Private room,860,25,0,,,13,365,0,
8.41273E+17,Rental unit in Khet Ratchathewi ?? ?òÖ5.0 ?? 2 bedrooms ?? 3 beds ?? 2 baths,26045789,Lena,,Ratchathewi,13.74917196,100.5542972,Entire home/apt,3500,2,4,26/6/2023,1.29,2,326,4,
8.37397E+17,Rental unit in Khet Sathon ?? 1 bedroom ?? 1 bed ?? 1 bath,52161947,Noons,,Sathon,13.70977121,100.5204014,Entire home/apt,869,1,2,21/5/2023,0.55,124,362,2,
8.37434E+17,Rental unit in Khet Ratchathewi ?? 1 bedroom ?? 1 bed ?? 1 bath,201677068,Curry,,Ratchathewi,13.7503004,100.5555028,Entire home/apt,1097,30,0,,,254,338,0,
8.38781E+17,Condo in Khet Bang Sue ?? 1 bedroom ?? 1 bed ?? 1.5 baths,232933617,Kate,,Bang Sue,13.81696409,100.5348654,Private room,1490,1,0,,,1,365,0,
8.37457E+17,Rental unit in Khet Ratchathewi ?? ?òÖ5.0 ?? 2 bedrooms ?? 2 beds ?? 1 bath,27721148,Lily,,Ratchathewi,13.7507861,100.5565138,Entire home/apt,1458,1,20,15/6/2023,5.77,16,84,20,
8.37459E+17,Rental unit in Khet Sathon ?? ?òÖ5.0 ?? 2 bedrooms ?? 3 beds ?? 1 bath,312545246,Mike,,Sathon,13.7168294,100.5318179,Entire home/apt,2266,1,11,10/6/2023,2.95,69,78,11,
8.41288E+17,Rental unit in Khet Pathum Wan ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,120880881,Paniss And Penny,,Parthum Wan,13.7400292,100.5427304,Entire home/apt,1980,2,7,20/6/2023,2.21,13,80,7,
8.38796E+17,Rental unit in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,103754510,Ap,,Vadhana,13.72823084,100.5815627,Entire home/apt,6571,1,0,,,1,177,0,
8.41426E+17,Rental unit in Khet Chatuchak ?? 1 bedroom ?? 2 beds ?? 2 baths,76375764,Chanipa,,Chatu Chak,13.8101706,100.5587805,Entire home/apt,1500,2,0,,,5,356,0,
8.41438E+17,Rental unit in Khet Chatuchak ?? 1 bedroom ?? 2 beds ?? 2 baths,76375764,Chanipa,,Chatu Chak,13.810015,100.5587029,Entire home/apt,1571,2,1,11/4/2023,0.39,5,362,1,
8.37466E+17,Rental unit in Khet Khlong Toei ?? ?òÖ4.67 ?? 1 bedroom ?? 1 bed ?? 1 bath,201677068,Curry,,Khlong Toei,13.70824778,100.5979257,Entire home/apt,1500,1,3,7/5/2023,0.9,254,364,3,
8.38796E+17,Condo in Khet Khlong Toei ?? ?òÖ4.67 ?? 1 bedroom ?? 1 bed ?? 1 bath,129986395,Ed,,Khlong Toei,13.71787494,100.5844225,Entire home/apt,1864,1,9,9/6/2023,2.6,7,161,9,
8.38818E+17,Rental unit in Khet Khlong Toei ?? ?òÖ4.75 ?? 1 bedroom ?? 2 beds ?? 1 bath,105010975,Gerald,,Khlong Toei,13.70575238,100.5982852,Entire home/apt,766,10,4,8/6/2023,1.25,3,327,4,
8.37489E+17,Rental unit in Khet Sathon ?? ?òÖ4.71 ?? 2 bedrooms ?? 3 beds ?? 2 baths,312545246,Mike,,Sathon,13.71723231,100.5305423,Entire home/apt,3140,1,7,4/6/2023,2.44,69,53,7,
8.37544E+17,Rental unit in Khet Huai Khwang ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,52231485,?àô?ãâ,,Huai Khwang,13.77945328,100.5746755,Entire home/apt,1800,2,6,4/6/2023,1.8,6,39,6,
8.37552E+17,Rental unit in Bang Sue ?? 1 bedroom ?? 1 bed ?? 1 bath,447626756,??ù???,,Bang Sue,13.81980659,100.5231117,Entire home/apt,589,28,0,,,13,62,0,
8.41565E+17,Rental unit in Khet Din Daeng ?? ?òÖ5.0 ?? 2 bedrooms ?? 3 beds ?? 1 bath,21841427,Jack,,Din Daeng,13.76204861,100.5458573,Entire home/apt,1500,7,4,27/5/2023,1.71,2,332,4,
8.41574E+17,Rental unit in ??Ä??Ç??ï????????ó??? ?? ?òÖ4.20 ?? 1 bedroom ?? 1 bed ?? 1 private bath,237763185,"Living Naraa,",,Sathon,13.71704768,100.5310448,Private room,600,1,5,15/4/2023,1.36,6,365,5,
8.3884E+17,Condo in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 2 baths,164234035,Steven,,Khlong Toei,13.73821779,100.5528606,Entire home/apt,1211,1,0,,,8,342,0,
8.37552E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,226819828,Muay,,Huai Khwang,13.76977763,100.5808783,Private room,1090,7,0,,,21,365,0,
8.38929E+17,Rental unit in Khet Watthana ?? 1 bedroom ?? 2 beds ?? 1 bath,402093105,Hi Gravity,,Vadhana,13.74345039,100.5732929,Entire home/apt,1284,28,1,10/3/2023,0.27,166,101,1,
8.37566E+17,Rental unit in Khet Din Daeng ?? 2 bedrooms ?? 2 beds ?? 1 bath,102436119,Ke,,Huai Khwang,13.7551495,100.5684453,Entire home/apt,1800,180,0,,,4,267,0,
8.41591E+17,Rental unit in Khet Ratchathewi ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 private bath,278757344,Chattrin,,Ratchathewi,13.75310605,100.5452911,Private room,750,1,5,12/6/2023,1.47,2,346,5,
8.38936E+17,Rental unit in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,402093105,Hi Gravity,,Vadhana,13.7443103,100.5740488,Entire home/apt,1284,28,2,24/3/2023,0.56,166,101,2,
8.41598E+17,Rental unit in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 bath,224419923,Xun,,Khlong Toei,13.70395704,100.5947802,Entire home/apt,838,1,0,,,4,361,0,
8.38939E+17,Rental unit in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,402093105,Hi Gravity,,Vadhana,13.73941,100.57216,Entire home/apt,1284,28,0,,,166,103,0,
8.41621E+17,Rental unit in Khlong Toei ?? 1 bedroom ?? 2 beds ?? 1 bath,224419923,Xun,,Khlong Toei,13.71990309,100.5664013,Entire home/apt,826,1,0,,,4,352,0,
8.41633E+17,Rental unit in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 bath,253787977,Selina,,Khlong Toei,13.71685606,100.5861288,Entire home/apt,1864,1,2,14/5/2023,0.58,24,171,2,
8.37614E+17,Rental unit in Khet Khlong Toei ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,122363222,Chonny,,Khlong Toei,13.72421534,100.5606553,Entire home/apt,1790,1,15,20/5/2023,4.46,20,0,15,
8.39009E+17,Townhouse in Khet Don Mueang ?? 3 bedrooms ?? 3 beds ?? 3 baths,246749027,Tookta,,Don Mueang,13.92345368,100.5883939,Entire home/apt,3240,1,1,24/5/2023,0.88,3,246,1,
8.37899E+17,Serviced apartment in Khet Watthana ?? 2 bedrooms ?? 3 beds ?? 2 baths,406403381,Darisa,,Vadhana,13.73483593,100.5842574,Private room,4000,1,1,19/6/2023,1,29,363,1,
8.41645E+17,Townhouse in Khet Ratchathewi ?? ?òÖ4.78 ?? 2 bedrooms ?? 3 beds ?? 1 bath,504249333,Chotanan,,Ratchathewi,13.7535863,100.5375999,Entire home/apt,2629,2,9,9/6/2023,3.6,1,236,9,
8.39043E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 bath,117897406,Vitanya,,Huai Khwang,13.769902,100.5744041,Entire home/apt,861,20,2,8/6/2023,0.77,3,154,2,
8.41672E+17,Rental unit in Dindang ?? 2 bedrooms ?? 2 beds ?? 1 bath,179295136,Chieanchai,,Din Daeng,13.77155,100.57225,Entire home/apt,1800,2,0,,,38,362,0,
8.37911E+17,Serviced apartment in Khet Watthana ?? 2 bedrooms ?? 3 beds ?? 2 baths,406403381,Darisa,,Vadhana,13.73310883,100.5838134,Private room,4000,1,0,,,29,365,0,
8.37943E+17,Rental unit in Krung Thep Maha Nakhon ?? 1 bedroom ?? 1 bed ?? 1 private bath,299619431,TC Green,,Huai Khwang,13.75415058,100.5718022,Private room,1000,30,0,,,3,0,0,
8.39059E+17,Home in Khet Taling Chan ?? 1 bedroom ?? 1 bed ?? 1 bath,65160361,Chobjai,,Taling Chan,13.79121882,100.4121493,Entire home/apt,3500,1,0,,,1,365,0,
8.37957E+17,Rental unit in Khet Bangkok Noi ?? 1 bedroom ?? 1 bed ?? 1 private bath,502387041,Usa,,Bangkok Noi,13.75514981,100.4747251,Private room,480,1,0,,,1,365,0,
8.39072E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,226819828,Muay,,Huai Khwang,13.77225,100.58006,Private room,810,7,1,24/3/2023,0.31,21,365,1,
8.41677E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,503762555,Chayan,,Huai Khwang,13.75493342,100.5784655,Private room,1683,3,0,,,1,0,0,
8.39089E+17,Serviced apartment in Khet Khlong Toei ?? ?òÖ4.36 ?? 2 bedrooms ?? 2 beds ?? 2 baths,501800171,Sursilp,,Khlong Toei,13.71266341,100.5911205,Private room,1853,1,11,24/6/2023,3.03,9,346,11,
8.37984E+17,Serviced apartment in Khet Watthana ?? 2 bedrooms ?? 3 beds ?? 2 baths,406403381,Darisa,,Vadhana,13.73316508,100.5854477,Private room,3750,1,0,,,29,365,0,
8.37989E+17,Serviced apartment in Khet Watthana ?? 2 bedrooms ?? 3 beds ?? 2 baths,406403381,Darisa,,Vadhana,13.73278722,100.5855742,Private room,4000,1,0,,,29,365,0,
8.39239E+17,Rental unit in Khet Bang Khae ?? 1 bedroom ?? 1 bed ?? 1 private bath,469739264,Sarinda,,Bang Khae,13.69542428,100.4108974,Private room,349,30,0,,,1,0,0,
8.38015E+17,Rental unit in Khet Watthana ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,380490348,Kerati,,Vadhana,13.73468871,100.601734,Entire home/apt,1050,3,4,3/6/2023,1.06,11,365,4,
8.41683E+17,Rental unit in Khet Ratchathewi ?? 2 bedrooms ?? 2 beds ?? 1 bath,341188013,Kara,,Ratchathewi,13.7503317,100.5555379,Entire home/apt,3003,29,0,,,68,355,0,
8.417E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 bath,259670420,Mored,,Huai Khwang,13.75521193,100.5837367,Entire home/apt,1230,2,2,8/5/2023,1.09,8,77,2,
8.39243E+17,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,226819828,Muay,,Huai Khwang,13.7721984,100.580197,Private room,1074,7,0,,,21,365,0,
8.39324E+17,Rental unit in Khet Bang Sue ?? 1 bedroom ?? 1 bed ?? 1 private bath,502948508,Aniroot,,Bang Sue,13.81009345,100.530718,Private room,1520,1,0,,,1,0,0,
8.4171E+17,Rental unit in Khet Ratchathewi ?? 1 bedroom ?? 1 bed ?? 1 bath,42349005,Spring,,Ratchathewi,13.7491295,100.5438188,Entire home/apt,1500,30,0,,,12,39,0,
8.38021E+17,Bed and breakfast in Khet Bang Kapi ?? 1 bedroom ?? 1 bed ?? 1 private bath,503475942,Alexander Hotel,,Bang Kapi,13.7564098,100.6128151,Private room,2489,1,0,,,2,328,0,
8.39427E+17,Rental unit in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 private bath,38042352,Devira,,Vadhana,13.74089412,100.5916008,Private room,450,1,1,17/4/2023,0.42,8,344,1,
8.38094E+17,Rental unit in Khet Suan Luang ?? Studio ?? 1 bed ?? 1 bath,10772928,Yair,,Suanluang,13.72404714,100.6159394,Entire home/apt,1229,28,0,,,13,365,0,
8.4171E+17,Rental unit in Khet Dusit ?? 1 bedroom ?? 1 bed ?? 1 private bath,504257797,Vasawat,,Dusit,13.78642725,100.5100332,Private room,1336,1,0,,,1,0,0,
8.41726E+17,Rental unit in Khet Phra Khanong ?? ?òÖ4.83 ?? 1 bedroom ?? 2 beds ?? 1.5 baths,253787977,Selina,,Phra Khanong,13.70047669,100.6023818,Entire home/apt,1597,1,6,21/6/2023,1.84,24,362,6,
8.39436E+17,Rental unit in Khet Ratchathewi ?? ?òÖ4.57 ?? 2 bedrooms ?? 2 beds ?? 1 bath,27721148,Lily,,Ratchathewi,13.7503004,100.5555028,Entire home/apt,1698,1,14,18/6/2023,4.38,16,90,14,
8.41735E+17,Rental unit in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 bath,29665859,Sirithorn & Felix,,Khlong Toei,13.71209894,100.5938854,Entire home/apt,1378,2,0,,,6,364,0,
8.38106E+17,Rental unit in Khet Suan Luang ?? Studio ?? 1 bed ?? 1 bath,10772928,Yair,,Suanluang,13.72251882,100.6160564,Entire home/apt,999,28,1,7/4/2023,0.37,13,364,1,
8.39473E+17,Condo in Khet Bang Sue ?? 1 bedroom ?? 1 bed ?? 1.5 baths,503768471,Thanat,,Bang Sue,13.80936954,100.5219292,Private room,890,1,2,11/5/2023,0.8,1,363,2,
8.43071E+17,Bed and breakfast in Khet Phra Nakhon ?? ?òÖ4.33 ?? 1 bedroom ?? 1 bed ?? 1 private bath,465472724,Pornanong,,Phra Nakhon,13.76264421,100.5009696,Private room,493,1,3,14/5/2023,0.9,11,362,3,
8.43097E+17,Rental unit in Khet Bang Phlat ?? 2 bedrooms ?? 2 beds ?? 1 bath,341188013,Kara,,Bang Phlat,13.7889383,100.5035996,Entire home/apt,924,25,0,,,68,333,0,
8.41743E+17,Hotel in Khet Bang Rak ?? 1 bedroom ?? 2 beds ?? 1 shared bath,503896157,Wan,,Bang Rak,13.7263866,100.5379542,Private room,1400,1,0,,,7,365,0,
8.41758E+17,Rental unit in Khet Khlong Toei ?? 1 bedroom ?? 1 bed ?? 1 bath,52161947,Noons,,Khlong Toei,13.7169153,100.5813701,Entire home/apt,776,30,0,,,124,359,0,
8.41768E+17,Rental unit in Khet Bang Rak ?? 1 bedroom ?? 2 beds ?? 1 private bath,8663142,ISanook Hotel,,Bang Rak,13.73317889,100.5210798,Private room,700,30,1,18/4/2023,0.42,50,303,1,
8.39486E+17,Home in Khet Bang Khen ?? ?òÖ5.0 ?? 2 bedrooms ?? 2 beds ?? 4.5 baths,103546676,Petchpilai,,Khan Na Yao,13.85617745,100.67297,Entire home/apt,1000,2,4,15/6/2023,1.29,1,345,4,
8.4186E+17,Rental unit in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 bath,380490348,Kerati,,Vadhana,13.73475125,100.6016482,Entire home/apt,1600,1,1,20/4/2023,0.43,11,365,1,
8.43116E+17,Condo in Khet Bang Na ?? 1 bedroom ?? 1 bed ?? 1 private bath,500254653,??ú??Å???????????ô???,,Bang Na,13.67594701,100.6081972,Private room,900,1,2,1/6/2023,0.73,1,166,2,
8.39498E+17,Guesthouse in Khet Bang Rak ?? 1 bedroom ?? 1 bed ?? 1.5 shared baths,50028176,Phak,,Bang Rak,13.7294809,100.5197257,Shared room,347,2,0,,,8,359,0,
8.39558E+17,Rental unit in Khet Watthana ?? 2 bedrooms ?? 2 beds ?? 2 baths,501920630,LeFoyer,,Vadhana,13.74310207,100.5567372,Entire home/apt,2500,20,1,27/4/2023,0.48,43,169,1,
