id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20575565,Condo in Khet Yan Nawa ?? 2 bedrooms ?? 1 bed ?? 2 baths,126611999,Richman,,Yan na wa,13.6718,100.53774,Entire home/apt,5600,5,1,21/12/2018,0.02,1,0,0,
20795025,Serviced apartment in Bangkok ?? ?òÖ4.97 ?? 2 bedrooms ?? 2 beds ?? 2 baths,33550104,Kasamsan,,Vadhana,13.73544,100.59079,Entire home/apt,3270,2,37,12/6/2023,0.52,6,179,6,
20800814,Condo in Khet Watthana ?? 2 bedrooms ?? 1 bed ?? 1 bath,104769188,Yan,,Vadhana,13.74309,100.55769,Entire home/apt,6000,1,1,13/11/2019,0.02,9,180,0,
20805644,Bungalow in Khet Phra Nakhon ?? ?òÖ4.85 ?? 3 bedrooms ?? 6 beds ?? 3 baths,22843778,Jett&Patty,,Phra Nakhon,13.75535,100.5008,Entire home/apt,3640,2,48,25/6/2023,0.7,1,68,8,
20578468,Rental unit in Khet Khlong Toei ?? ?òÖ4.66 ?? 1 bedroom ?? 1 bed ?? 1 bath,135734595,Terry,,Khlong Toei,13.72548,100.57577,Entire home/apt,1252,28,32,22/3/2023,0.45,1,90,2,
20467559,Rental unit in Khet Bang Rak ?? ?òÖ4.42 ?? 2 bedrooms ?? 3 beds ?? 2 baths,26736483,K,,Bang Rak,13.72463,100.52159,Entire home/apt,2558,14,61,20/10/2022,0.86,90,305,1,
20470771,Rental unit in Bangkok ?? ?òÖ4.92 ?? 2 bedrooms ?? 2 beds ?? 2 baths,34022205,Kwan,,Vadhana,13.73347,100.59027,Entire home/apt,5000,3,13,17/9/2019,0.18,4,89,0,
20805700,Rental unit in Khet Bangkok Yai ?? ?òÖ5.0 ?? 2 bedrooms ?? 3 beds ?? 1 bath,8807437,Oillie,,Bangkok Yai,13.74216,100.47444,Entire home/apt,1900,1,3,29/11/2021,0.05,11,180,0,
20579311,Guest suite in Krung Thep Maha Nakhon ?? 1 bedroom ?? 1 bed ?? 1 private bath,145140553,???????????ç?????á,,Phasi Charoen,13.72134,100.45985,Private room,2700,1,1,7/10/2017,0.01,1,180,0,
20806638,Hotel in Klongtoey ?? ?òÖ5.0 ?? Studio ?? 1 bed ?? 1 private bath,24021888,Tanasak Maitria Hotel Sukhumvit,,Khlong Toei,13.73313,100.56259,Hotel room,4268,1,8,21/6/2018,0.12,11,358,0,
20482515,Rental unit in Khet Phaya Thai ?? Studio ?? 1 bed ?? 1 bath,140843295,Yuhua,,Phaya Thai,13.79395,100.5373,Entire home/apt,1500,1,0,,,2,0,0,
20807575,Hotel in Klongtoey ?? ?òÖ5.0 ?? Studio ?? 1 bed ?? 1 private bath,24021888,Tanasak Maitria Hotel Sukhumvit,,Khlong Toei,13.73313,100.56259,Hotel room,4268,1,6,22/11/2019,0.09,11,358,0,
20814207,Rental unit in Khet Ratchathewi ?? ?òÖ4.49 ?? 1 bedroom ?? 2 beds ?? 1 private bath,92406083,David,,Ratchathewi,13.7544,100.53902,Private room,1341,1,74,7/6/2023,1.06,6,353,15,
20580301,Condo in Krung Thep Maha Nakhon ?? 2 bedrooms ?? 1 bed ?? 1 private bath,145738157,??û?????û?????í??ô??å,,Bang Na,13.66474,100.60527,Private room,2300,1,0,,,1,180,0,
20820893,Condo in Bangkok ?? 2 bedrooms ?? 2 beds ?? 2 baths,25179301,Nud,,Vadhana,13.70508,100.60163,Private room,2800,5,1,4/7/2019,0.02,1,0,0,
20608245,Condo in Bangkok ?? 1 bedroom ?? 1 bed ?? 1 bath,146232782,Gg,,Khlong Toei,13.70999,100.5926,Entire home/apt,1200,30,0,,,1,358,0,
20485697,Place to stay in Khet Huai Khwang ?? 2 bedrooms ?? 2 beds ?? 1 bath,35515558,Tipwan,,Huai Khwang,13.77298,100.57924,Entire home/apt,1090,3,1,9/1/2018,0.02,1,0,0,
20493267,Rental unit in Khet Ratchathewi ?? ?òÖ4.92 ?? 2 bedrooms ?? 2 beds ?? 2 baths,13972467,Khajorn,,Ratchathewi,13.76245,100.53847,Private room,70000,30,14,2/4/2018,0.2,1,87,0,
20822559,Boutique hotel in Khet Pathum Wan ?? ?òÖ4.29 ?? Studio ?? 1 bed ?? 1 private bath,68154488,Dusadee,,Parthum Wan,13.73539,100.54194,Private room,3033,1,34,18/9/2022,0.49,49,351,1,
20823922,Condo in Bangkok ?? 1 bedroom ?? 1 bed ?? 1 private bath,149360248,Nontichai,,Phasi Charoen,13.72014,100.45763,Private room,10000,1,0,,,1,0,0,
20513267,Rental unit in Khet Ratchathewi ?? Studio ?? 2 beds ?? 1 bath,122659628,Mary Ann,,Ratchathewi,13.76117,100.54462,Entire home/apt,2113,1,1,28/11/2017,0.01,1,0,0,
20608627,Home in Khet Thawi Watthana ?? 1 bedroom ?? 2 beds ?? 1 bath,146711380,Kiattikun,,Thawi Watthana,13.78911,100.35207,Entire home/apt,800,2,0,,,2,365,0,
20830335,Rental unit in Khet Huai Khwang ?? 1 bedroom ?? 1 bed ?? 1 private bath,82618789,June,,Huai Khwang,13.77224,100.58031,Private room,409,1,0,,,1,0,0,
20610330,Place to stay in Khet Watthana ?? 1 bedroom ?? 1 bed ?? 1 private bath,147299942,Komkrit,,Vadhana,13.73966,100.5838,Private room,1500,3,0,,,1,0,0,
20514756,Home in Khet Bang Khun Thian ?? 2 bedrooms ?? 2 beds ?? 3 baths,146460831,Danila,,Bang Khun thain,13.65702,100.44425,Entire home/apt,22187,1,1,29/8/2022,0.1,1,0,1,
20835992,Hotel in Khet Yan Nawa ?? 1 bedroom ?? 1 bed ?? 1 private bath,8717079,Kriengsak From Chatrium Sathon,,Yan na wa,13.7027,100.53742,Hotel room,4979,1,2,8/4/2018,0.03,14,364,0,
20514960,Serviced apartment in Khet Phaya Thai ?? 2 bedrooms ?? 3 beds,37749512,LuxurySuitesAsia,,Phaya Thai,13.77422,100.54035,Hotel room,5265,2,2,5/4/2019,0.03,14,237,0,
20530551,Place to stay in Khet Khlong Toei ?? 2 bedrooms ?? 4 beds ?? 1 private bath,55218554,Jm,,Khlong Toei,13.72905,100.57129,Private room,4900,2,0,,,1,0,0,
20614926,Home in Khlong San ?? ?òÖ4.90 ?? 1 bedroom ?? 1 bed ?? 4 shared baths,100302626,Nattapol,,Khlong San,13.72337,100.50851,Private room,550,1,78,13/6/2023,1.11,4,88,3,
20615613,Hotel in Chatuchak ?? 1 bedroom ?? 2 beds ?? 1 private bath,124786095,Valen,,Chatu Chak,13.81008,100.55984,Private room,1755,30,0,,,19,365,0,
20835995,Hotel in Khet Yan Nawa ?? 1 bedroom ?? 1 bed ?? 1 shared bath,8717079,Kriengsak From Chatrium Sathon,,Yan na wa,13.70245,100.53722,Hotel room,4579,1,0,,,14,364,0,
20615886,Rental unit in Khet Phaya Thai ?? ?òÖ4.83 ?? 2 bedrooms ?? 2 beds ?? 1 bath,66454316,Withoon,,Phaya Thai,13.78181,100.54754,Entire home/apt,1256,2,49,1/3/2023,0.69,1,301,5,
20531168,Rental unit in ??Å????????á??Ä??ó??û???????????ô??Ñ??? ?? ?òÖ4.64 ?? Studio ?? 1 bed ?? 1 private bath,104122286,Laksanara,,Chom Thong,13.71459,100.4666,Private room,580,3,174,31/5/2023,2.75,8,291,26,
20836001,Hotel in Khet Yan Nawa ?? 2 bedrooms ?? 2 beds,8717079,Kriengsak From Chatrium Sathon,,Yan na wa,13.70218,100.53849,Hotel room,8379,1,1,9/11/2018,0.02,14,363,0,
20533776,Place to stay in Khet Pathum Wan ?? 1 bedroom ?? 1 bed ?? 1 private bath,62883201,Wasika,,Yan na wa,13.68029,100.52668,Private room,418,365,0,,,1,0,0,
20836207,Rental unit in Khet Yan Nawa ?? 2 bedrooms ?? 2 beds ?? 2 baths,149486429,Jie Ying,,Yan na wa,13.70047,100.53822,Entire home/apt,1156,60,0,,,1,123,0,
20627248,Guest suite in Khet Chatuchak ?? 1 bedroom ?? 1 bed ?? 1 private bath,147469059,???????????ô,,Chatu Chak,13.81744,100.56315,Private room,899,60,0,,,1,0,0,
20838911,Serviced apartment in Khet Phra Nakhon ?? 1 bedroom ?? 2 beds ?? 2 baths,39493813,Pam,,Bang Kho laen,13.70446,100.50714,Private room,3500,30,1,10/12/2017,0.01,1,88,0,
20641381,Rental unit in Bangkok ?? ?òÖ4.90 ?? 1 bedroom ?? 2 beds ?? 1 bath,54134220,Kittipong,,Phra Khanong,13.70335374,100.6030413,Entire home/apt,1233,1,115,24/6/2023,1.64,3,297,12,
20534835,Condo in Bangkok ?? ?òÖ4.76 ?? 2 bedrooms ?? 1 bed ?? 1 bath,1927968,Evan,,Bang Na,13.660035,100.606631,Entire home/apt,1300,1,62,28/5/2023,0.87,39,355,3,
20840686,Bed and breakfast in Samphanthawong ?? ?òÖ5.0 ?? 2 bedrooms ?? 2 beds ?? 2 baths,28447831,Dr. Piyamas,,Samphanthawong,13.73733,100.50986,Private room,2900,1,7,1/7/2022,0.1,11,319,1,
20547386,Rental unit in Bangkok ?? ?òÖ4.76 ?? 3 bedrooms ?? 4 beds ?? 2.5 baths,46224081,Orranart,,Bang Rak,13.72471,100.5305,Entire home/apt,4578,1,188,5/6/2023,2.64,9,344,16,
20642390,Place to stay in Khet Phra Khanong ?? 2 bedrooms ?? 1 bed ?? 1 private bath,147582982,Ganok,,Phra Khanong,13.68583,100.61665,Private room,3000,1,0,,,1,0,0,
20849955,Townhouse in Khet Min Buri ?? 2 bedrooms ?? 1 bed ?? 5 baths,148021771,Krit,,Min Buri,13.79924,100.71665,Private room,350,1,0,,,2,0,0,
20547545,Condo in Bangkok ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,91235259,Manuel,,Vadhana,13.718531,100.58802,Entire home/apt,786,28,22,24/4/2023,0.32,1,83,5,
20850355,Hostel in Donmueang  ?? ?òÖ4.0 ?? 1 bedroom ?? 1 bed ?? 1 private bath,72302266,Chattva,,Don Mueang,13.91202,100.57159,Private room,670,1,6,14/4/2023,0.74,7,179,6,
20646219,Place to stay in Khet Bang Kapi ?? 1 bedroom ?? 2 beds ?? 1 private bath,15449253,Kanitha,,Bang Kapi,13.76903,100.65162,Private room,800,2,2,3/1/2020,0.03,1,365,0,
20850461,Hostel in Khet Don Mueang ?? ?òÖ4.20 ?? 1 bedroom ?? 2 beds ?? 1 private bath,72302266,Chattva,,Don Mueang,13.91204,100.57159,Private room,670,1,5,21/10/2022,0.09,7,180,2,
20548678,Bed and breakfast in Khet Chatuchak ?? 31 bedrooms ?? 1 bed ?? 1 private bath,142557524,SiRi Ratchada,,Chatu Chak,13.81894,100.58682,Private room,1200,1,0,,,2,0,0,
20850577,Hostel in Bangkok ?? ?òÖ4.67 ?? 1 bedroom ?? 1 bed ?? 1 private bath,72302266,Chattva,,Don Mueang,13.91209,100.57156,Private room,670,1,15,8/1/2023,0.22,7,180,5,
20656664,Place to stay in Khet Chatuchak ?? 2 bedrooms ?? 1 bed ?? 1 private bath,124786095,Valen,,Chatu Chak,13.80034,100.54856,Private room,1170,1,0,,,19,364,0,
20850627,Hostel in Bangkok ?? ?òÖ4.25 ?? 1 bedroom ?? 2 beds ?? 1 private bath,72302266,Chattva,,Don Mueang,13.91208,100.57153,Private room,670,1,4,29/6/2018,0.06,7,179,0,
20656926,Hostel in Khet Chatuchak ?? 2 bedrooms ?? 1 bed ?? 1 private bath,124786095,Valen,,Phaya Thai,13.79254,100.55199,Private room,1300,1,0,,,19,364,0,
20549802,Home in Khet Thawi Watthana ?? 1 bedroom ?? 2 beds ?? 1 bath,146711380,Kiattikun,,Thawi Watthana,13.78889,100.35652,Entire home/apt,800,1,0,,,2,181,0,
20851210,Rental unit in Khet Sathon ?? 1 bedroom ?? 1 bed ?? 1 bath,5309669,Apiradee,,Sathon,13.72317,100.53992,Entire home/apt,3000,2,2,4/1/2020,0.04,4,90,0,
20559597,Condo in Khet Phra Khanong ?? 1 bedroom ?? 2 beds ?? 1.5 baths,15125913,Patcharawee,,Bang Na,13.661376,100.605782,Entire home/apt,950,90,0,,,1,365,0,
20657153,Hostel in Khet Chatuchak ?? 2 bedrooms ?? 1 bed ?? 1 private bath,124786095,Valen,,Phaya Thai,13.79362,100.55138,Private room,1350,1,0,,,19,364,0,
20852409,Bed and breakfast in Khet Samphanthawong ?? 5 bedrooms ?? 5 beds ?? 4.5 baths,28447831,Dr. Piyamas,,Samphanthawong,13.73685,100.5145,Private room,12000,1,1,2/12/2017,0.01,11,168,0,
20657263,Condo in Khet Suan Luang ?? ?òÖ4.70 ?? Studio ?? 1 bed ?? 1 bath,18533867,Ping,,Suanluang,13.71371,100.63223,Entire home/apt,700,3,30,14/10/2022,0.54,1,0,4,
20953813,Rental unit in Khet Khan Na Yao ?? ?òÖ4.40 ?? Studio ?? 2 beds ?? 1 private bath,143110254,Surachai,,Khan Na Yao,13.82588,100.68167,Private room,800,1,5,8/11/2020,0.08,3,180,0,
20853144,Boutique hotel in Khet Phra Khanong ?? 1 bedroom ?? 1 bed ?? 1.5 baths,13083177,Ernst-Otto,,Phra Khanong,13.69305,100.61874,Private room,2305,2,0,,,2,363,0,
20962417,Hotel in Khet Thon Buri ?? ?òÖ4.50 ?? 6 bedrooms ?? 2 beds ?? 1 private bath,45740086,Rambo,,Thon buri,13.721,100.49101,Private room,1400,1,16,8/6/2019,0.23,2,365,0,
20657562,Hostel in Khet Phaya Thai ?? 2 bedrooms ?? 1 bed ?? 1 private bath,124786095,Valen,,Phaya Thai,13.78831,100.54693,Private room,1800,1,0,,,19,364,0,
20853480,Boutique hotel in Khet Phra Khanong ?? 1 bedroom ?? 1 bed ?? 1 private bath,13083177,Ernst-Otto,,Phra Khanong,13.69311,100.61887,Private room,2304,2,0,,,2,363,0,
20657931,Bed and breakfast in Chatuchak ?? 2 bedrooms ?? 1 bed ?? 1 private bath,124786095,Valen,,Chatu Chak,13.82213,100.58477,Private room,900,30,0,,,19,365,0,
20967003,Home in Krung Thep Maha Nakhon ?? 4 bedrooms ?? 3 beds ?? 2 baths,27142937,Penprapa,,Saphan Sung,13.77898,100.69061,Entire home/apt,8000,3,0,,,2,181,0,
20855731,Loft in Khet Sathon ?? ?òÖ4.71 ?? Studio ?? 1 bed ?? 1 private bath,142735105,Pawarit,,Sathon,13.71988,100.53976,Private room,800,2,14,28/2/2023,0.21,12,299,1,
20972231,Condo in Khet Lak Si ?? ?òÖ4.25 ?? 1 bedroom ?? 1 bed ?? 1 bath,25995146,Joy,,Lak Si,13.89032,100.57536,Entire home/apt,1000,28,4,10/1/2019,0.07,1,140,0,
20664765,Condo in Krung Thep Maha Nakhon ?? 2 bedrooms ?? 1 bed ?? 1 private bath,143901608,Panadda,,Huai Khwang,13.7881,100.57747,Private room,1150,1,0,,,1,89,0,
20858105,Guest suite in Khet Bang Khae ?? 1 bedroom ?? 1 bed ?? 1 private bath,26349546,Suttichai,,Bang Khae,13.69576,100.41238,Private room,450,1,1,11/9/2017,0.01,1,91,0,
20664929,Condo in Krung Thep Maha Nakhon ?? Studio ?? 1 bed ?? 1 private bath,143913967,Nathathai,,Chom Thong,13.71404,100.46706,Private room,2250,1,0,,,1,180,0,
20972459,Rental unit in Khet Phra Khanong ?? ?òÖ4.80 ?? 1 bedroom ?? 1 bed ?? 1 private bath,30567753,Waan,,Khlong Toei,13.72229,100.57593,Private room,1400,7,51,24/6/2023,0.8,1,289,23,
20972755,Rental unit in Bangkok ?? ?òÖ4.94 ?? 2 bedrooms ?? 1 bed ?? 1 bath,32455266,Amy,,Chom Thong,13.71316,100.46498,Entire home/apt,775,8,80,11/6/2023,1.15,10,134,14,
20973350,Townhouse in Khet Watthana ?? ?òÖ4.82 ?? 2 bedrooms ?? 2 beds ?? 2 baths,25916094,Tongpong,,Vadhana,13.71875,100.58933,Entire home/apt,2800,2,185,12/6/2023,2.66,5,291,31,
20863680,Serviced apartment in Bangkok ?? ?òÖ4.55 ?? 2 bedrooms ?? 2 beds ?? 2 baths,33550104,Kasamsan,,Vadhana,13.73546,100.59108,Entire home/apt,4025,3,29,25/5/2023,0.41,6,179,2,
20671499,Bed and breakfast in Bangkok ?? 2 bedrooms ?? 1 bed ?? 1 private bath,124786095,Valen,,Ratchathewi,13.75083,100.53986,Private room,2520,29,0,,,19,365,0,
20867123,Rental unit in Khet Watthana ?? ?òÖ5.0 ?? 2 bedrooms ?? 2 beds ?? 2 baths,149679142,Ngamjit,,Vadhana,13.73612,100.5834,Entire home/apt,7271,8,14,2/4/2023,0.23,3,269,1,
20671837,Bed and breakfast in Bangkok ?? 2 bedrooms ?? 1 bed ?? 1 private bath,124786095,Valen,,Ratchathewi,13.75304,100.53805,Private room,2025,20,0,,,19,365,0,
20672750,Condo in Khet Suan Luang ?? 1 bedroom ?? 1 bed ?? 1 private bath,38506657,Jenisara,,Suanluang,13.71092,100.63404,Private room,850,1,0,,,3,174,0,
20975801,Bed and breakfast in Khet Sathon ?? 3 bedrooms ?? 1 bed ?? 1 private bath,150929956,??ô.???.??î?????ì???,,Sathon,13.71747,100.5217,Private room,500,1,0,,,17,179,0,
20976893,Home in Wang Thonglang ?? 3 bedrooms ?? 3 beds ?? 2 baths,46897353,Jintana,,Wang Thong Lang,13.77369,100.59781,Entire home/apt,5000,1,0,,,1,0,0,
20868101,Rental unit in Bangkok ?? ?òÖ4.62 ?? 1 bedroom ?? 1 bed ?? 1 shared bath,74965161,Peter,,Ratchathewi,13.75173,100.53814,Private room,528,14,38,8/5/2023,0.54,1,331,3,
20985092,Rental unit in Khet Khlong Toei ?? ?òÖ4.86 ?? 5 bedrooms ?? 5 beds ?? 6 baths,146084647,Sal,,Khlong Toei,13.70633,100.59776,Entire home/apt,7000,1,66,16/6/2023,1.3,1,289,20,
20869092,Serviced apartment in Phayathai ?? ?òÖ4.89 ?? 1 bedroom ?? 1 bed ?? 1 bath,116193397,Suchada,,Phaya Thai,13.77369,100.54079,Entire home/apt,1550,1,1522,19/6/2023,21.74,1,302,404,
20987416,Townhouse in Khet Khlong Toei ?? ?òÖ4.80 ?? 4 bedrooms ?? 5 beds ?? 2.5 baths,24147370,Anupong,,Khlong Toei,13.70899,100.59392,Entire home/apt,3029,2,174,14/6/2023,2.5,5,127,33,
20675194,Rental unit in Khet Bang Kapi ?? ?òÖ4.86 ?? 1 bedroom ?? 1 bed ?? 1 bath,45975817,Nivit,,Bang Kapi,13.76369,100.64917,Entire home/apt,600,1,22,1/3/2020,0.32,4,363,0,
20869989,Bed and breakfast in Khet Lat Krabang ?? ?òÖ4.94 ?? Studio ?? 1 bed ?? 1 private bath,19668911,Yoong,,Lat Krabang,13.76489,100.77621,Private room,750,1,48,20/6/2023,0.69,2,348,1,
20680188,Condo in Khet Bang Rak ?? 2 bedrooms ?? 2 beds ?? 2 baths,147988318,Jonathan,,Bang Rak,13.72325,100.52061,Private room,7000,30,0,,,3,0,0,
20682913,Hostel in Khet Phaya Thai ?? ?òÖ4.25 ?? Studio ?? 1 bed ?? 2.5 shared baths,130628132,Laf,,Phaya Thai,13.7779,100.54254,Shared room,600,1,4,20/1/2023,0.06,3,0,2,
20874895,Condo in Huai Khwang District ?? ?òÖ4.78 ?? 2 bedrooms ?? 3 beds ?? 1 bath,12464021,Rebecca,,Huai Khwang,13.76044,100.56944,Entire home/apt,2437,2,233,16/6/2023,3.33,28,126,33,
20876542,Place to stay in Krung Thep Maha Nakhon ?? 4 bedrooms ?? 2 beds ?? 1 private bath,149901659,Sara'S Hotel,,Vadhana,13.74417,100.55429,Private room,3500,1,0,,,1,0,0,
20689007,Condo in Bangkok ?? 2 bedrooms ?? 3 beds ?? 2 baths,147988318,Jonathan,,Phaya Thai,13.7831,100.54633,Private room,3000,30,0,,,3,0,0,
20689364,Hostel in Khet Huai Khwang ?? 1 bedroom ?? 12 beds ?? 4.5 shared baths,106091548,Chalat,,Huai Khwang,13.75437,100.56711,Private room,4400,1,0,,,2,180,0,
20989034,Guest suite in Khet Prawet ?? 2 bedrooms ?? 1 bed ?? 1 private bath,52227896,Rukchai,,Pra Wet,13.69436,100.64475,Private room,3000,30,0,,,1,0,0,
20989389,Home in Khet Lat Phrao ?? 2 bedrooms ?? 2 beds ?? 2 baths,151067409,Thida,,Lat Phrao,13.81087,100.61051,Entire home/apt,5900,1,0,,,1,180,0,
20876699,Rental unit in Khet Khlong Toei ?? ?òÖ4.93 ?? 1 bedroom ?? 1 bed ?? 1 bath,5917880,Riya & Bernard,,Khlong Toei,13.71395,100.59139,Entire home/apt,680,30,29,10/4/2019,0.42,3,150,0,
20999170,Place to stay in Khet Nong Khaem ?? 3 bedrooms ?? 3 beds ?? 2 shared baths,113377976,??????????????Å??î?????å,,Nong Khaem,13.71104,100.35679,Private room,669,1,0,,,1,0,0,
20698276,Condo in Krung Thep Maha Nakhon ?? ?òÖ4.78 ?? 1 bedroom ?? 1 bed ?? 1 bath,41598889,Anucha,,Suanluang,13.71175,100.60525,Entire home/apt,814,3,23,1/1/2023,0.33,6,364,3,
20879268,Place to stay in Khwaeng Arun Amarin  ?? 1 bedroom ?? 1 bed ?? 1 private bath,17058989,Tawan,,Bang Phlat,13.77489,100.48264,Private room,700,1,1,20/9/2017,0.01,1,0,0,
21001122,Rental unit in Khet Lak Si ?? ?òÖ4.55 ?? Studio ?? 1 bed ?? 1.5 baths,151197094,Sirima,,Lak Si,13.89665,100.58244,Entire home/apt,360,1,11,12/5/2023,0.2,2,338,5,
20886996,Rental unit in Bangkok ?? ?òÖ4.93 ?? 2 bedrooms ?? 2 beds ?? 1 bath,2940438,Kinifrog,,Thon buri,13.71607,100.48179,Entire home/apt,1487,28,54,15/6/2023,0.77,19,345,9,
20891167,Rental unit in Khet Bang Na ?? ?òÖ4.94 ?? 1 bedroom ?? 1 bed ?? 1 private bath,36876315,GiftZy  (Nuttanee),,Bang Na,13.6605,100.60773,Private room,900,1,50,13/9/2020,0.71,1,59,0,
21001151,Guest suite in Khet Bang Rak ?? ?òÖ4.92 ?? Studio ?? 1 bed ?? 1 bath,39878043,Yimmy,,Bang Rak,13.72125,100.52177,Entire home/apt,1026,1,158,22/6/2023,2.26,5,313,54,
20700353,Condo in Khet Phasi Charoen ?? ?òÖ4.83 ?? 2 bedrooms ?? 2 beds ?? 1 bath,68171464,Kittinan,,Phasi Charoen,13.72087479,100.4585114,Entire home/apt,1190,30,6,8/2/2023,0.09,1,0,2,
20891241,Condo in Khet Huai Khwang ?? ?òÖ4.93 ?? 2 bedrooms ?? 1 bed ?? 1 bath,66011156,Ramona,,Vadhana,13.74722,100.56585,Entire home/apt,1371,2,165,24/6/2023,2.4,1,203,51,
20700435,Condo in Krung Thep Maha Nakhon ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,22333530,Candy & Kevin,,Huai Khwang,13.75589,100.56565,Entire home/apt,950,30,27,9/5/2023,0.44,1,325,7,
21002835,Hostel in Khet Ratchathewi ?? ?òÖ4.50 ?? 1 bedroom ?? 2 beds ?? 3 shared baths,56782854,Off,,Ratchathewi,13.7522,100.53026,Private room,1390,1,4,11/5/2019,0.06,24,363,0,
21014424,Boutique hotel in Khet Samphanthawong ?? ?òÖ5.0 ?? 2 bedrooms ?? 3 beds,28447831,Dr. Piyamas,,Samphanthawong,13.7369,100.51453,Hotel room,2900,1,3,3/10/2019,0.04,11,326,0,
20895599,Guest suite in Petchaburi ?? 2 bedrooms ?? 2 beds ?? 2 baths,150106590,Yim,,Bangkok Yai,13.7286,100.47042,Entire home/apt,4000,1,0,,,1,0,0,
21016508,Condo in Bangkok ?? ?òÖ4.72 ?? 2 bedrooms ?? 2 beds ?? 1 bath,120455789,Manenatta,,Khlong Toei,13.71901,100.58405,Entire home/apt,1100,360,19,18/3/2018,0.28,3,358,0,
21017022,Condo in Khet Bang Rak ?? 2 bedrooms ?? 2 beds ?? 2 baths,45415593,Bo,,Bang Rak,13.72435,100.53124,Entire home/apt,2500,14,0,,,10,183,0,
20718769,Rental unit in ??Å????????á??Ä??ó??û???????????ô??Ñ??? ?? ?òÖ5.0 ?? 2 bedrooms ?? 1 bed ?? 1 private bath,23758849,Prasopphorn,,Chatu Chak,13.80538,100.57275,Private room,1200,30,9,25/2/2018,0.13,1,0,0,
20721173,Rental unit in Bangkok ?? ?òÖ4.88 ?? 2 bedrooms ?? 3 beds ?? 2 baths,138438002,Win,,Vadhana,13.73206,100.58055,Entire home/apt,3199,5,16,4/1/2023,0.24,6,363,2,
20723727,Condo in Krung Thep Maha Nakhon ?? ?òÖ4.91 ?? 2 bedrooms ?? 1 bed ?? 1 bath,49132583,Weeraphong,,Din Daeng,13.79917,100.57387,Entire home/apt,1585,30,91,17/5/2023,1.29,3,90,2,
20899136,Rental unit in Khet Khlong Toei ?? ?òÖ4.92 ?? 1 bedroom ?? 1 bed ?? 1 bath,19266319,Alex,,Khlong Toei,13.71377,100.59177,Entire home/apt,1590,28,201,12/6/2023,2.86,38,269,13,
20732314,Serviced apartment in Khet Din Daeng ?? 2 bedrooms ?? 2 beds ?? 1 bath,118301712,Kreeta,,Din Daeng,13.75885,100.56362,Entire home/apt,1350,1,0,,,2,0,0,
21018982,Rental unit in Khet Chatuchak ?? Studio ?? 1 bed ?? 1 bath,132592645,Sitthi,,Chatu Chak,13.83324,100.56889,Entire home/apt,400,30,0,,,1,0,0,
20903272,Townhouse in Khet Chatuchak ?? ?òÖ4.58 ?? 2 bedrooms ?? 2 beds ?? 2.5 baths,142320833,Parinda,,Chatu Chak,13.8286,100.54666,Entire home/apt,2819,2,32,8/3/2023,0.47,2,268,3,
21021749,Townhouse in Rongmuang Patumwan  ?? ?òÖ4.93 ?? 1 bedroom ?? 2 beds ?? 1.5 baths,10211986,Napa,,Parthum Wan,13.73625,100.52193,Entire home/apt,1566,2,240,6/6/2023,3.43,3,231,41,
21030192,Condo in ??Å????????á??Ä??ó??û???????????ô??Ñ??? ?? ?òÖ4.64 ?? 1 bedroom ?? 1 bed ?? 1 private bath,111659682,Krittiyawadee,,Bang Na,13.67092,100.63464,Private room,800,1,12,18/1/2022,0.18,1,15,0,
21030659,Condo in Khet Khlong San ?? ?òÖ5.0 ?? 1 bedroom ?? 1 bed ?? 1 bath,21393261,SiamLife,,Khlong San,13.72078,100.50722,Entire home/apt,1214,60,3,9/2/2023,0.05,19,282,1,
21030979,Hostel in Khet Ratchathewi ?? ?òÖ4.67 ?? 1 bedroom ?? 6 beds ?? 1 private bath,56782854,Off,,Ratchathewi,13.75175,100.53029,Private room,3000,1,3,1/3/2019,0.05,24,362,0,
21031455,Hostel in Khet Ratchathewi ?? ?òÖ4.40 ?? 1 bedroom ?? 2 beds ?? 3 shared baths,56782854,Off,,Ratchathewi,13.75398,100.53177,Private room,1390,1,5,13/3/2023,0.38,24,363,4,
21031681,Townhouse in Khet Ratchathewi ?? 1 bedroom ?? 1 bed ?? 1 private bath,56782854,Off,,Ratchathewi,13.75353,100.53011,Private room,1829,1,2,29/9/2018,0.03,24,301,0,
21031995,Hostel in Khet Ratchathewi ?? ?òÖ4.33 ?? 3 bedrooms ?? 4 beds ?? 3 shared baths,56782854,Off,,Ratchathewi,13.75197,100.53195,Private room,1200,1,3,20/8/2022,0.05,24,351,1,
21033033,Rental unit in Khet Khlong San ?? ?òÖ4.50 ?? Studio ?? 2 beds ?? 1 bath,21393261,SiamLife,,Khlong San,13.72184,100.50466,Entire home/apt,1100,10,6,25/2/2023,0.09,19,228,3,
21034869,Hostel in Khet Ratchathewi ?? ?òÖ4.0 ?? 1 bedroom ?? 1 bed ?? 1 private bath,56782854,Off,,Ratchathewi,13.75256,100.53226,Private room,1800,1,3,6/9/2018,0.04,24,301,0,
